student_id,recommended_exercises
92272,"121,121,190,231,246,462,597,879,2166,3241,3484,3820,4673,4778,5155,5459,6294,6990,7098,8556"
54666,"169,189,210,284,426,940,1125,1129,2678,3355,3393,3413,3482,4467,4825,4874,5153,7082,8570,8990"
62525,"98,143,222,267,464,2047,2192,2193,2388,2826,3422,3641,3644,4686,4945,5141,5458,6888,6969,4883"
106313,"90,98,284,431,722,2047,2169,2349,2402,2678,3396,3482,3599,3643,4681,4692,4845,5142,5860,6969"
106286,"97,106,232,432,806,2191,2417,3302,3356,3402,3437,3486,4193,4785,4825,5217,6296,7082,7899,8958"
116673,"121,143,267,284,383,423,2201,2275,2428,3358,3374,3397,3600,4843,4881,5155,5217,8559,8574,8694"
93790,"90,121,176,267,371,445,940,1132,2193,2215,3353,3394,3395,4681,5117,5153,5156,7080,8156,8694"
56528,"92,100,143,162,169,233,456,597,2156,2214,2276,2359,3351,3356,3357,4236,4489,4876,6969,7080"
92020,"90,99,106,207,222,361,700,1130,2170,2678,3422,3429,3542,4680,4860,5488,6315,7077,7082,386"
46989,"97,99,102,166,190,223,456,705,723,2661,2679,3421,3477,3541,3542,4401,4835,4845,6295,6989"
105729,"90,97,101,109,231,471,491,805,2047,2193,2293,2677,3302,3539,3820,4479,5130,5148,6295,178"
111370,"143,169,190,246,362,687,1130,2172,2193,2645,2852,3293,3483,3541,3648,4843,5162,5859,5917,8982"
70739,"90,121,189,218,282,413,1125,2045,2167,3294,3352,4472,4785,4823,4860,5151,5161,6315,8162,8589"
111903,"91,104,143,234,417,470,2166,2193,2215,2218,2221,2682,3353,3477,3539,4686,4780,4835,5142,5154"
57292,"100,207,233,234,784,805,2165,2357,2415,3272,3371,3376,3540,4235,4601,4822,5143,6317,6969,8269"
69185,"98,219,324,442,597,705,1981,2206,2207,2677,3347,3353,3540,3819,4233,4653,5117,5119,6316,8589"
28485,"90,90,99,209,423,445,459,722,1125,2167,2193,2399,3272,3355,3372,3540,3641,4472,4863,4883"
115876,"121,178,189,368,417,433,940,2215,2415,2423,3347,3486,4302,4491,4775,4835,4884,5145,7247,8562"
51569,"92,99,189,210,389,578,687,806,2275,2388,3352,3362,3437,3542,4038,4692,4702,4863,8155,8982"
108356,"92,105,162,178,213,221,261,324,431,440,683,2827,2888,3293,3393,3486,5117,5458,6990,8579"
105213,"91,102,210,217,232,941,983,2200,2212,2275,2349,2489,3303,3436,3540,3693,4603,6969,4302,4669"
68106,"99,101,104,176,222,597,684,806,942,2169,2214,2304,2357,3351,3395,4845,5159,5616,7081,8990"
62547,"91,92,177,178,246,389,420,468,1981,2172,2678,2827,3258,3540,3648,4234,4669,4883,5617,6294"
57298,"92,97,108,232,316,941,2167,2648,2681,3241,3358,3484,4234,4825,4845,5218,5219,5488,7753,8156"
100610,"91,107,189,211,684,989,2156,2172,2293,2677,2856,3421,3429,3543,4024,4832,5153,5155,5218,213"
29161,"100,261,362,417,456,509,700,2140,2172,2357,2681,2848,2851,3351,3395,3644,3820,4401,4843,5216"
54729,"98,121,161,440,446,700,936,2045,2169,2349,2404,3272,3362,3422,3598,4038,4686,4778,6371,8398"
33734,"90,107,189,208,212,459,1130,1131,2827,3350,3355,3484,4038,4680,5147,5917,7075,7106,7899,8556"
81929,"143,162,209,221,302,316,879,1981,2417,3375,3643,4244,4766,5145,5160,5218,6317,7903,8587,7066"
52775,"91,103,189,213,231,234,432,462,1980,2169,2416,2648,3287,3362,3397,3481,4578,4693,4860,7787"
106680,"161,218,361,465,854,1133,2170,2192,2221,2469,2840,3483,3539,3599,4193,4467,4693,7081,7903,8573"
68118,"90,143,230,413,432,462,463,723,1127,2209,2648,2840,3350,3371,3429,4086,5150,7106,7899,3352"
91686,"161,168,172,218,267,518,806,2683,3273,3355,3394,3644,4086,4883,5459,5859,6225,7329,7789,3483"
105039,"143,160,169,218,302,386,456,939,2047,2201,2294,2306,2680,2888,3351,3395,3413,3429,3641,6315"
57295,"160,168,208,218,284,382,463,697,2207,2680,2848,3397,3423,4086,4596,4669,4825,5141,6225,6295"
105178,"91,92,103,177,223,282,2212,2357,2681,2852,3260,3371,3600,4467,4681,4693,4832,5149,5652,444"
65798,"90,103,108,172,211,219,267,472,983,2206,3353,3483,3820,4233,4824,5118,7065,7077,2192,2045"
57303,"91,106,223,440,468,854,2192,2415,2423,3260,3376,3693,4491,4601,4876,5917,6990,7335,8398,3293"
64419,"107,121,176,412,722,2200,2423,2856,3357,3371,3374,3541,4235,4785,5153,5162,5219,8567,8990,8990"
111636,"103,106,212,235,468,805,1126,2169,2212,2661,3287,3371,3644,4673,4843,5147,5162,6316,219,1980"
55693,"91,105,169,213,371,442,518,1979,3260,3352,3371,3423,3540,3819,4015,4467,4778,5217,7065,7079"
116781,"100,172,246,418,427,806,1126,2047,2888,3273,3376,4401,4693,4843,5141,5148,6295,7082,7738,8567"
116804,"162,217,316,386,445,597,1125,2489,2662,3287,3643,3819,4686,5159,5459,5860,7335,7789,7903,8574"
40751,"91,106,121,172,211,879,1127,2167,2680,3294,3402,3542,3945,4492,4692,4835,4876,5145,6294,7077"
105611,"161,230,233,418,459,1131,2140,2677,2827,3375,3641,4302,4693,4822,4843,5122,7079,7790,8135,3371"
116947,"91,101,210,316,423,449,509,941,2169,2349,2678,3273,3372,3373,4086,4843,5142,7755,8562,8587"
54745,"166,178,218,476,684,2172,2214,2308,2489,2851,3352,3477,3598,3693,4669,4870,5217,7106,8557,8581"
68482,"91,101,189,212,220,445,1131,1980,2156,2166,2192,2492,2682,3353,3393,3423,4692,4860,5122,5616"
106687,"99,160,389,475,806,2156,2269,2704,2859,3258,3396,3945,4596,5917,7335,8269,8569,8990,8990,3481"
40423,"166,233,446,491,578,723,941,2167,2662,3293,3484,3641,3895,4766,5153,5218,6371,7064,8399,8568"
105967,"90,92,102,218,705,2140,2214,2221,2489,2680,2826,3355,3356,3362,4491,4596,4832,4863,7077,8589"
106806,"90,161,209,219,687,942,2045,2206,2357,2423,3350,3413,3422,3599,4680,5145,5150,5219,7079,104"
69346,"90,90,91,108,235,323,389,420,514,2200,2203,2415,2417,2859,3374,3375,3895,4489,5141,2416"
93142,"98,172,209,423,444,465,509,989,2169,2308,3293,3375,3376,3482,3647,4766,4858,5459,6371,6990"
107496,"98,100,161,162,361,805,2167,2193,2206,2399,2888,3302,3373,3397,4193,4472,4603,4870,5119,8568"
54731,"90,97,177,212,231,472,578,1131,2663,2852,3293,3356,3374,3543,3644,4233,4601,5130,5217,2209"
57505,"90,90,90,90,90,90,90,90,162,169,207,213,302,316,416,941,2045,3429,3302,232"
106710,"143,160,217,433,456,1980,2212,2215,2401,2648,2681,2840,3372,3482,3644,5148,6315,7074,7329,8162"
105060,"91,101,121,222,470,1131,2166,2191,2306,2308,2856,3352,3362,3397,3436,4193,5148,5162,7064,7903"
106290,"92,172,217,230,442,475,597,705,983,2304,2645,3260,3376,3543,4086,4881,5617,6315,7082,8571"
93355,"100,168,210,235,417,454,936,1128,2662,3352,3600,4024,4657,5122,5148,5156,5917,7986,3273,5860"
66133,"143,207,223,282,468,509,722,2169,2215,2469,2704,3272,3374,4193,5148,6294,7077,7080,8562,8574"
107529,"100,218,223,235,423,705,1980,2404,2888,3371,3539,3541,3641,4244,4601,4785,4860,5145,5154,8589"
69039,"169,209,449,687,1127,2200,2404,2417,3358,3643,4491,4860,4881,5118,5459,6315,7076,7106,8135,8980"
68149,"143,217,220,233,426,440,449,983,2153,2359,3260,3358,3437,4024,4780,4835,5155,5216,8575,8579"
111662,"90,143,219,427,465,723,939,1127,2402,2662,2682,3393,3395,3423,3484,3598,3645,3958,4467,5860"
44869,"100,218,418,440,879,2140,2193,2293,2681,3294,3356,3375,3483,3693,4702,4863,5121,6316,8570,8589"
107559,"121,168,208,324,462,700,2276,3396,3436,3598,4601,4785,4824,4884,5652,5917,6990,8156,8566,2704"
116696,"97,100,108,178,210,413,514,939,2207,2209,2680,3351,3413,3484,3642,4489,4600,4833,4858,7080"
93468,"121,207,219,230,464,683,879,2270,2492,3353,3539,4467,4653,4673,4843,5155,5156,7076,7753,8574"
99009,"98,105,220,302,1979,2165,2275,3355,3357,3374,3539,3819,3945,3958,5118,5151,5652,7903,8569,7329"
61223,"97,104,230,471,1132,2165,2215,2294,2417,2661,3258,3352,3371,3396,4578,4785,5157,6990,7329,3260"
57784,"92,161,209,284,389,476,683,1980,2270,2888,3351,3373,4489,4702,4860,5122,7079,7080,8579,8958"
68461,"90,104,109,700,939,1980,2207,3252,3373,3394,3421,3819,4401,4693,5143,5216,6316,6371,1979,189"
75806,"98,166,208,389,464,854,1979,2269,2293,3357,3422,4775,5119,5122,8559,8570,7335,5154,230,2682"
76545,"91,104,218,230,368,805,2203,2275,2304,2677,2848,3355,3482,4692,4863,5216,6316,7075,8398,105"
105167,"166,172,222,235,427,445,654,697,705,1126,1130,2357,2859,3374,3437,4669,4692,6989,7079,7905"
27127,"101,324,654,2294,2662,2683,2859,3241,3371,3376,3486,3598,4702,4822,5145,5147,5151,5153,7315,8588"
106405,"91,121,169,207,220,302,683,1129,2045,2166,3273,3422,3486,3487,3647,4233,5161,5860,7098,8575"
93649,"90,101,106,109,234,382,420,444,468,1130,1132,2046,2166,3376,4825,6969,456,209,3252,102"
107407,"90,99,220,412,464,700,1980,2048,2166,2191,2294,2304,2469,2682,2856,3482,4015,4479,6296,8694"
53304,"166,177,222,413,463,2045,2207,2404,2677,2679,3355,3477,3645,4024,4863,5153,6296,7074,8135,5859"
62540,"92,99,106,172,190,230,684,1132,2169,2214,2469,3241,3350,3642,3945,4489,4492,4824,7329,8568"
65776,"101,103,104,233,316,597,1133,2840,3273,3372,3819,4833,4874,4884,5458,6225,6642,7074,8135,509"
107602,"166,190,220,389,476,569,697,2201,2212,3258,3273,3350,3599,4015,4467,4657,5117,5159,5616,8990"
50532,"91,92,169,420,459,784,940,2167,2200,2852,3353,3599,4492,4780,4858,4883,7098,8156,8569,5142"
55788,"92,101,105,211,213,232,463,879,2046,2213,2214,3293,3353,3356,3429,4601,4827,4884,5216,6888"
43033,"98,121,217,222,316,324,939,2140,2294,2404,3258,3287,3347,3376,3395,3819,4669,5150,7075,7078"
40309,"90,91,92,100,218,223,232,382,433,936,2492,3352,3353,3599,4489,5141,5157,5219,6296,7082"
67361,"98,103,105,211,230,232,654,687,2283,2678,2851,3273,3351,3393,3598,4780,4785,5141,5917,7315"
93430,"92,168,222,232,282,491,940,2203,2428,2704,3273,3374,3396,3429,3945,4233,5130,5142,8162,7106"
106964,"90,98,104,386,416,417,471,805,1979,2357,2848,3350,3352,3429,4596,4603,4681,5162,5458,5652"
42509,"103,143,208,213,261,418,475,1981,2166,2270,2415,3273,3477,3543,4653,4778,5119,5138,5618,8589"
62509,"90,109,246,464,1126,1980,2269,2645,2663,3260,3372,3541,3819,4686,4827,4833,4863,5149,5217,7755"
105160,"100,209,230,389,442,578,940,1125,2206,2213,2349,2663,2852,3355,3375,3539,3945,4467,5120,5488"
54718,"169,192,231,234,412,423,854,2293,2399,2856,3374,3540,4825,4827,4860,5120,5143,7986,8571,2826"
71983,"90,107,176,324,723,2167,2170,2206,2840,2856,3302,3303,3641,3945,4235,5121,5488,7373,8559,8571"
76448,"91,97,108,161,267,371,454,687,989,2275,2294,3303,3356,3402,3599,4086,4702,4823,5148,7076"
105064,"90,166,220,222,246,423,463,2166,2270,2469,2681,3293,3362,3487,3600,3647,4401,4603,7790,2275"
40407,"92,109,177,246,442,476,1125,2165,2663,2704,3351,3375,3396,3702,4236,4669,4860,5118,6642,2169"
