student_id,recommended_exercises
92272,"121,231,316,449,463,1129,2166,3351,3539,3600,4596,4681,4766,4876,4883,5459,6855,7070,8398,8571"
54666,"166,189,210,218,233,412,854,1125,2156,2294,2848,3293,3371,3376,3600,4086,4825,4876,6225,4874"
62525,"143,230,246,267,440,442,654,2167,2214,2852,3372,3484,3644,4244,4681,4870,5149,5860,3294,2047"
106313,"98,143,210,431,879,1127,2172,2193,2293,2402,2662,3347,3353,3543,4681,4686,4845,6225,8579,8589"
106286,"91,92,230,427,939,2294,2404,2678,3273,3302,3375,3599,3647,4680,4860,5459,5617,7076,7080,8155"
116673,"121,168,282,382,426,1981,2295,2415,2645,3252,3273,3356,3358,3397,3895,4086,4827,5122,5917,7738"
93790,"90,98,190,413,805,1132,2209,2826,3293,3347,3436,3945,3958,4038,4235,4479,5148,7738,8156,8990"
56528,"92,143,211,261,382,456,723,1979,2165,2269,2662,2761,3357,3396,3945,4693,4863,5156,7076,7755"
92020,"90,92,104,211,217,219,1129,1131,2167,2678,3351,3371,3422,3600,4680,4845,5156,5618,6315,7098"
46989,"97,176,223,232,412,440,723,940,989,3303,3375,3394,3641,3648,4401,4681,6969,7373,7903,8576"
105729,"90,97,101,220,368,578,1132,2191,2489,2681,3258,3423,3542,3819,4681,4686,4884,5153,5161,6225"
111370,"143,178,231,302,361,412,440,700,983,1126,2156,3372,3647,4876,5150,5156,5159,7076,8589,3293"
70739,"90,103,121,282,444,654,1131,1133,3393,3395,3482,3539,3643,4823,4870,4881,6295,7082,8559,2191"
111903,"99,103,109,189,213,459,470,2200,2415,3260,3294,3372,3484,3540,3648,4472,4883,5217,7753,8575"
57292,"100,160,168,386,446,454,723,1131,2169,2428,2645,3358,3477,4692,4833,5122,5130,5142,5161,7082"
69185,"90,92,108,217,324,417,784,941,2169,2275,2661,3272,3347,3422,3693,4673,4823,5118,5156,8958"
28485,"90,108,166,361,412,449,687,936,1981,2193,2304,2661,2849,3353,3374,3542,4472,4824,4881,5143"
115876,"121,143,208,684,989,1980,2215,2661,3294,3347,3486,3642,4491,4681,4775,5154,5218,6225,6316,8398"
51569,"97,104,192,207,209,218,222,324,416,687,941,2662,2704,3352,3643,5119,5149,5652,7247,3641"
108356,"97,100,178,212,217,220,432,700,1979,2169,2401,2680,3393,3436,3542,3820,4833,4835,4876,5149"
105213,"91,207,211,246,446,941,983,2167,2192,2213,2856,3303,3357,3599,4302,4780,7078,7738,7787,2388"
68106,"99,108,207,211,267,368,475,705,940,1980,2404,2415,3351,3358,3429,3945,4472,4881,5157,7065"
62547,"91,107,178,413,465,1981,2192,2212,3258,3352,3353,3819,4673,4881,5138,5859,7066,7790,222,3945"
57298,"90,97,232,282,723,854,2359,3260,3422,4669,4766,5141,5618,7079,7787,7986,8162,8579,8579,5142"
100610,"92,107,160,223,463,509,2156,2169,2295,2401,2681,2888,3429,3542,3642,4234,4876,5162,8980,121"
29161,"362,3394,3421,3487,7079,7753,8156,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990"
54729,"98,121,246,420,683,939,1979,2156,2165,2304,2416,2848,3394,3598,4835,4860,5120,5154,8562,8589"
33734,"90,102,190,209,267,413,417,654,2704,3241,3347,3351,3598,4086,4686,5141,5459,7247,8573,8681"
81929,"162,177,218,413,578,705,1127,2193,3252,3258,3486,3643,4578,4692,4766,5145,5156,6317,7064,8122"
52775,"97,98,100,178,246,597,3294,3350,3355,3402,3483,3486,5117,6317,7081,7098,8587,8587,8587,8587"
106680,"161,166,208,222,442,654,854,939,1129,2206,2295,2661,2851,3272,3358,3483,3702,4193,4881,6317"
68118,"90,143,178,232,323,368,476,518,942,2401,3273,3477,3599,4492,4692,4825,5122,7078,7315,8579"
91686,"161,189,463,723,1981,2682,3258,3393,4302,4780,4833,4835,4945,5122,5138,5217,8269,8557,8562,8568"
105039,"143,208,936,1126,2191,2206,2295,2308,2888,3302,3358,3413,3598,4693,5120,5159,5488,8558,2294,7078"
