student_id,recommended_exercises
92272,"121,169,217,231,423,1129,2165,2200,2214,3350,3402,3542,3600,4681,4870,4883,5155,7078,8156,8558"
54666,"166,178,189,217,219,440,459,514,1128,2416,2677,3373,3393,3429,3482,4467,4945,5149,5160,7082"
62525,"143,217,221,267,440,464,939,941,2167,2269,2826,3351,3358,3693,4467,4680,4822,5150,5162,5859"
106313,"90,104,143,654,684,879,2169,2402,2417,2662,3353,3362,3375,3484,3487,3541,3543,5120,5618,5860"
106286,"91,92,102,169,178,413,1125,2678,3372,3375,3402,3541,4680,4825,4858,5217,7076,7738,8574,4692"
116673,"121,189,223,426,462,2172,2415,2678,3272,3350,3375,3477,4086,4472,4827,5155,5217,7899,8566,4876"
93790,"90,121,211,219,234,433,1128,2045,2166,2221,2859,3436,3481,4236,4669,5151,7070,7738,8156,8694"
56528,"92,101,162,221,382,2165,2269,2826,3293,3357,3422,3541,4193,4472,4835,5121,7079,8579,2172,2357"
92020,"90,90,92,100,166,177,190,509,2167,2645,3373,3429,4015,4236,4601,4692,5130,5616,5859,7335"
46989,"97,102,190,232,323,417,491,989,2679,2859,3356,3371,3539,3600,3648,3895,5117,5160,7064,8162"
105729,"90,90,97,101,220,223,230,440,2165,2167,2681,3272,3273,3421,3423,3486,4600,1128,4472,4825"
111370,"169,371,432,697,2047,2294,2399,2645,2840,3371,3376,3600,4669,4843,5149,5162,6989,7082,8573,8958"
70739,"91,98,168,208,210,219,267,282,416,444,936,1131,2167,3241,3372,4823,5138,5488,6294,7082"
111903,"91,103,104,221,569,2200,2212,2415,3294,3358,3372,3645,4193,4603,4686,4780,4883,5149,5618,8156"
57292,"160,162,169,222,2489,2683,2888,3352,3371,3373,3437,3539,4038,4479,4600,4822,4874,8990,8990,597"
69185,"90,107,108,213,223,246,440,1980,2200,2349,2388,3252,3352,3436,3598,3702,4845,5130,5157,6316"
28485,"99,166,168,234,413,442,723,2165,2192,2209,2681,4603,4653,4775,5156,5161,6295,8571,2046,2045"
115876,"100,121,143,368,491,2048,2140,2214,2851,3372,3374,3396,3642,3693,4193,4302,4835,5130,5160,6316"
51569,"99,176,324,509,806,2206,2275,3352,3362,3373,3484,3641,4472,4702,5154,5156,6371,7315,7786,8982"
108356,"92,105,217,232,323,449,2200,2294,2489,2848,3394,3477,3486,3540,4775,4835,4884,5142,5859,8570"
105213,"91,208,213,232,2045,2221,2304,2851,3241,3373,3413,3642,4193,5155,6969,7066,7787,8558,8559,8574"
68106,"91,101,108,211,261,413,454,854,939,2415,2679,3373,3643,4086,4244,4302,5122,5150,6855,8162"
62547,"91,97,102,107,168,210,222,324,389,939,2207,2677,2678,3293,3375,3645,4669,4881,5138,5859"
57298,"90,97,192,213,261,416,687,723,2165,2662,3273,3358,3540,4827,4833,5459,5618,8579,578,7335"
100610,"97,102,189,218,2165,2191,2294,2359,2682,2851,3272,3356,3539,3958,4024,4234,4876,6855,8980,5216"
