student_id,recommended_exercises
92272,"121,121,121,323,416,784,1129,2046,2294,2423,3598,3642,4236,4596,4702,4785,4883,5119,5122,5148"
54666,"166,189,210,220,514,1128,1980,2209,2859,3260,3355,3393,3482,3820,4825,4884,5218,5917,8570,8990"
62525,"208,464,1129,2270,3273,3483,3641,3643,4669,5138,5458,7329,7335,8399,8576,8581,8980,8980,8980,8980"
106313,"90,98,161,232,420,442,463,784,2047,2172,2293,2349,2402,3293,3372,3396,3641,4472,4863,8990"
106286,"91,97,103,106,169,220,223,324,427,1131,2156,2678,3287,3293,3436,3598,3647,5156,7080,8155"
116673,"168,207,431,462,2165,2678,2827,2849,3350,3642,4193,4236,4657,5121,5860,5917,6990,7787,7790,8982"
93790,"189,230,282,382,463,1128,2209,2645,2859,3347,3374,3487,3600,3958,4235,4692,4863,5117,5618,8156"
56528,"92,100,103,169,212,382,983,2192,2276,2678,2859,3436,3541,4233,4302,4681,4870,5459,8579,231"
92020,"90,103,166,209,261,454,465,697,1129,2294,3355,3702,4193,4681,4874,5154,5859,7077,7098,2166"
46989,"99,105,176,190,267,324,578,2206,2859,3347,3371,3481,4681,5141,5160,5617,5859,8162,8576,7335"
105729,"90,101,161,217,382,446,578,684,1128,1132,2047,2165,3421,3539,4472,4858,5145,5159,8589,2169"
111370,"166,210,246,427,491,697,1980,2191,2417,3260,3376,3693,4596,5143,5149,5617,5917,7074,7790,8588"
70739,"90,98,102,177,209,223,324,514,1131,1979,3393,3541,3600,3693,4686,5151,5160,7070,7074,230"
111903,"91,103,212,221,231,1980,2156,2169,2663,3260,3540,3542,3820,4780,4824,5156,8122,8566,8982,475"
57292,"100,207,223,234,459,518,687,2206,2357,2404,2827,3375,3482,3819,4596,4874,5117,6295,7106,323"
69185,"90,98,104,105,121,440,518,936,2169,2681,3273,3422,3483,3647,3819,4024,5119,5130,5157,8269"
28485,"99,108,208,261,462,597,1125,2167,2172,2275,2645,2678,3273,4603,4827,5118,5143,5153,6295,8681"
115876,"143,168,189,432,722,2167,2172,2201,2215,2415,2661,2851,3287,3374,3541,4086,4874,5617,7106,8398"
51569,"97,99,104,218,230,426,433,514,936,941,2193,2648,2848,3351,3373,3542,4401,5122,5150,5616"
108356,"92,161,162,324,700,942,1981,2681,3260,3429,3477,3540,4472,4600,4863,5148,5219,6294,8588,7905"
105213,"91,97,107,235,420,2046,2214,2349,2851,2888,3351,3543,3600,4673,5138,5150,7098,7903,8556,8589"
68106,"91,101,104,160,177,211,417,942,2153,2357,2849,3421,3648,3945,4193,4863,4870,5159,7075,7082"
62547,"92,102,143,232,233,368,420,465,2192,2678,3352,3353,3482,3820,4015,4472,4702,4883,6294,7079"
57298,"97,102,168,684,723,2201,2648,3350,3421,3483,3647,4467,4479,4945,5130,5160,6969,7903,8579,220"
100610,"91,97,106,166,210,235,687,2046,2191,2200,2677,3272,3293,3294,3350,3402,3542,4234,4778,5120"
29161,"91,100,209,420,456,597,806,2283,2388,3260,3293,3351,3484,3487,4244,4653,4843,4884,7064,5652"
54729,"143,444,942,1126,2172,2404,2678,3272,3293,3436,3647,4491,4603,4669,4778,4876,7066,7790,8571,8982"
33734,"90,102,121,190,209,440,700,1125,1981,3350,3355,3372,3484,3600,5147,5153,6969,7753,8566,8990"
81929,"161,209,267,413,440,1125,2200,2663,2683,3477,3643,4766,5143,5154,5157,5216,6315,7082,4603,3273"
