student_id,recommended_exercises
92272,"121,223,231,316,323,362,597,2156,2200,2203,2294,2678,3423,3539,3648,4467,4775,4881,5458,8556"
54666,"166,189,220,412,423,514,697,940,2192,2209,2840,3350,3372,3482,4825,4835,4884,5148,5156,389"
62525,"143,222,230,382,464,939,941,2193,2269,2388,3355,3358,3395,3483,4024,5143,5148,5458,5917,8570"
106313,"90,99,383,423,446,471,597,1133,2153,2170,2416,2417,3301,3353,3376,3819,4015,4193,5459,6855"
106286,"91,97,106,578,1979,2048,2156,2417,3371,3436,3486,3598,4693,4858,5122,5157,7080,8399,8589,8982"
116673,"189,223,426,462,2172,2428,3350,4472,4657,5217,5917,6990,7787,8562,8566,8982,3356,4038,722,3484"
93790,"97,98,102,221,371,413,445,940,2166,2193,2678,3487,3600,4692,4863,5148,5156,5652,7070,7076"
56528,"92,98,166,217,282,382,456,2046,2221,2276,2859,3371,3482,4827,4858,5141,6969,7080,8579,8580"
92020,"90,92,101,217,230,362,459,509,942,2166,2678,3375,3487,3600,4236,4680,5130,6316,7789,3819"
46989,"99,107,223,427,578,942,2677,3241,3355,3819,3820,4233,4860,5216,5618,6294,6969,7335,7903,8581"
105729,"97,99,217,382,472,1979,2046,2047,2193,3294,3302,3376,3481,3541,4467,4600,4692,5143,5162,5860"
111370,"143,166,189,412,462,2047,2283,2848,3260,3353,3542,4785,5121,5148,5150,5617,5618,8366,8574,2401"
70739,"90,98,210,223,323,383,936,1131,2166,2428,2677,3372,3484,4843,5130,5145,5652,6990,7075,8398"
111903,"91,103,213,220,454,705,2153,2169,2415,2680,2682,3372,3540,4302,4766,5119,5142,5618,7070,7082"
57292,"100,166,168,210,442,444,514,2169,2295,2662,2888,3371,3643,4233,4860,5117,5142,6225,8990,8990"
69185,"92,108,210,219,232,246,471,936,2275,2489,2663,3294,3352,3358,3436,3819,4653,5145,5154,8568"
28485,"90,91,99,108,261,462,470,2193,2214,2401,2469,2848,3422,3641,4603,4822,4827,4881,5142,5153"
115876,"100,143,161,189,208,412,433,722,1127,2140,2415,2851,3294,3372,3374,3642,3958,4193,4780,5145"
51569,"92,97,104,189,221,284,324,445,463,514,578,2193,2218,2663,3351,3352,3362,3375,5488,7786"
