3,0
32,1
34,2
60,3
66,4
63,5
84,6
125,7
127,8
128,9
129,10
135,11
139,12
176,13
191,14
198,15
206,16
207,17
208,18
209,19
220,20
186,21
211,22
213,23
290,24
330,25
333,26
339,27
341,28
405,29
414,30
250,31
470,32
297,33
499,34
524,35
562,36
573,37
412,38
368,39
751,40
920,41
1049,42
549,43
1181,44
1182,45
1211,46
1032,47
1238,48
1259,49
1268,50
1276,51
1277,52
1217,53
1278,54
631,55
1328,56
1329,57
252,58
1381,59
1385,60
1386,61
1387,62
961,63
1402,64
361,65
1425,66
1553,67
1558,68
1559,69
1560,70
1563,71
980,72
375,73
189,74
1615,75
1033,76
212,77
210,78
1708,79
1720,80
347,81
1734,82
96,83
1043,84
1843,85
1484,86
1844,87
1845,88
378,89
1186,90
126,91
2305,92
2361,93
2362,94
2171,95
2172,96
2173,97
2175,98
2176,99
944,100
2157,101
2174,102
2380,103
2196,104
2487,105
2133,106
2135,107
1860,108
943,109
942,110
2141,111
699,112
2587,113
2588,114
304,115
2169,116
2170,117
616,118
2274,119
1064,120
1068,121
1069,122
2184,123
566,124
785,125
2956,126
416,127
358,128
1571,129
324,130
302,131
168,132
121,133
368,134
440,135
700,136
697,137
687,138
684,139
683,140
1125,141
569,142
362,143
412,144
413,145
371,146
383,147
386,148
417,149
472,150
444,151
445,152
143,153
382,154
416,155
99,156
98,157
100,158
97,159
90,160
91,161
92,162
433,163
101,164
102,165
103,166
446,167
449,168
207,169
208,170
209,171
210,172
104,173
105,174
106,175
211,176
212,177
213,178
160,179
161,180
162,181
176,182
177,183
178,184
107,185
108,186
109,187
217,188
218,189
219,190
220,191
221,192
222,193
223,194
879,195
169,196
170,197
171,198
172,199
173,200
174,201
2045,202
2046,203
2047,204
2048,205
784,206
805,207
806,208
189,209
190,210
192,211
2140,212
2170,213
2172,214
2191,215
230,216
231,217
232,218
233,219
234,220
235,221
323,222
2218,223
2283,224
2293,225
2294,226
2304,227
2306,228
2308,229
2349,230
2357,231
2359,232
2367,233
442,234
2423,235
2428,236
468,237
470,238
246,239
418,240
2489,241
2492,242
454,243
2193,244
2221,245
2276,246
854,247
942,248
1979,249
1981,250
1980,251
722,252
723,253
2645,254
2648,255
936,256
939,257
2704,258
2269,259
2270,260
2469,261
2271,262
2275,263
2388,264
2761,265
2840,266
2848,267
2849,268
2852,269
2851,270
2856,271
940,272
941,273
2153,274
2156,275
2166,276
2169,277
2165,278
2167,279
2192,280
2201,281
2203,282
2206,283
2207,284
426,285
2826,286
2827,287
2859,288
2888,289
2295,290
3351,291
2661,292
2662,293
2663,294
471,295
456,296
459,297
462,298
463,299
464,300
465,301
3413,302
3436,303
3437,304
3482,305
3483,306
3484,307
509,308
514,309
518,310
3347,311
3350,312
3352,313
3353,314
3355,315
3356,316
3357,317
3358,318
3429,319
3258,320
3287,321
3301,322
3302,323
3303,324
3362,325
3365,326
3379,327
3486,328
3487,329
316,330
420,331
423,332
282,333
284,334
3402,335
3393,336
3394,337
3395,338
3396,339
3397,340
597,341
607,342
389,343
578,344
427,345
431,346
432,347
3693,348
3543,349
475,350
476,351
491,352
166,353
1126,354
1133,355
1132,356
1131,357
1130,358
1129,359
1128,360
1127,361
3477,362
3481,363
2200,364
3895,365
705,366
654,367
3945,368
3958,369
4193,370
261,371
267,372
4038,373
4086,374
361,375
4244,376
4302,377
4401,378
4233,379
4234,380
4235,381
4236,382
3272,383
3273,384
4467,385
3819,386
3820,387
4578,388
4601,389
4596,390
4600,391
4603,392
4653,393
4657,394
4669,395
4673,396
4702,397
4692,398
4686,399
4680,400
4681,401
3702,402
2209,403
2212,404
2213,405
2214,406
2215,407
4693,408
4775,409
4778,410
4780,411
4785,412
4823,413
4832,414
4843,415
4845,416
4822,417
4824,418
4825,419
4766,420
4827,421
4833,422
4835,423
4870,424
3644,425
3645,426
3647,427
3648,428
3643,429
3641,430
3642,431
4874,432
4876,433
4881,434
4883,435
2399,436
2401,437
2402,438
2404,439
4884,440
4858,441
4860,442
4863,443
5143,444
5145,445
5149,446
5150,447
5153,448
5157,449
5160,450
5117,451
5119,452
5130,453
5141,454
5142,455
5118,456
5120,457
5121,458
5148,459
5151,460
5122,461
5154,462
4945,463
5147,464
5159,465
5162,466
4015,467
4024,468
3241,469
3252,470
3260,471
3293,472
3294,473
5616,474
5617,475
5618,476
5652,477
3371,478
3421,479
3422,480
3423,481
5458,482
5459,483
5488,484
5917,485
2677,486
2678,487
2679,488
2680,489
2681,490
2682,491
6225,492
6294,493
6295,494
6296,495
6371,496
6315,497
6316,498
6317,499
2415,500
2416,501
2417,502
7329,503
7335,504
7373,505
6855,506
6888,507
6989,508
6990,509
2683,510
5859,511
5860,512
8135,513
8155,514
8156,515
8162,516
4472,517
8023,518
7986,519
4479,520
3372,521
3373,522
3374,523
3375,524
3376,525
3598,526
3599,527
3600,528
4489,529
4491,530
4492,531
3539,532
3540,533
3541,534
3542,535
8990,536
6642,537
8366,538
8122,539
